section,Lecture,Age,Primary major,Other Primary Major,Other majors,Zip Code,4701018: What is the latitude of your most favorite city on Earth? You can use any free lat/long lookup service. Please make sure to open the following link in a new tab. Here is an example: https://www.latlong.net/convert-address-to-lat-long.html.,4701019: What is the longitude of your most favorite city on Earth? You can use any free lat/long lookup service. Please make sure to open the following link in a new tab. Here is an example: https://www.latlong.net/convert-address-to-lat-long.html.,4701117: Are you considering declaring a Data Science Major?,Pizza topping,Pet owner,Runner,Sleep habit,Procrastinator
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,18,Engineering: Industrial,,,53706,40.712776,-74.005974,Maybe,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,20,Business: Other,Real Estate,International Business (might drop),53703,51.5,0.128,Maybe,mushroom,dog,Yes,no preference,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,19,Computer Science,,,53706,40,-74,Maybe,pepperoni,cat,No,night owl,Yes
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC003,19,Engineering: Mechanical,,,53715,44,-94,No,pineapple,dog,No,early bird,No
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,19,Data Science,,Math,53715,40.712776,-74.005974,Yes,pepperoni,dog,No,early bird,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC001,18,Engineering: Industrial,,,53703,41.385063,2.173404,Maybe,pepperoni,dog,Yes,no preference,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,20,Engineering: Industrial,no,no,53715,22.3,91.8,No,sausage,cat,Yes,early bird,Maybe
COMP SCI 319:LEC001,LEC001,24,Engineering: Industrial,Industrial Engineering,,53705,13.100485,77.594009,No,none (just cheese),dog,Yes,no preference,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Other (please provide details below).,statistics,math,53706,36.778259,-119.417931,Yes,pineapple,cat,No,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,21,Other (please provide details below).,Economics,,53703,40.016869,-105.279617,Maybe,pepperoni,cat,Yes,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,19,Other (please provide details below).,Economics:Math Emphasis,Data Science,53705,31.230391,121.473701,Yes,sausage,neither,Yes,no preference,Maybe
"COMP SCI 220:LAB333, COMP SCI 220:LEC003",LEC003,19,Business: Finance,Risk Management,might do accounting,53706,22.270979,113.576675,Yes,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB332",LEC003,21,Computer Science,Not applied,DS,53705,43.073051,-89.40123,Yes,green pepper,cat,No,no preference,Maybe
COMP SCI 319:LEC001,LEC001,28,Science: Biology/Life,N/A,N/A,53703,7.190708,125.455338,Maybe,sausage,dog,No,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,18,Statistics,,,53703,60.472023,8.468946,Maybe,none (just cheese),dog,No,early bird,No
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,19,Computer Science,,,53715,41.73993,-88.09423,Yes,mushroom,cat,Yes,no preference,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,21,Other (please provide details below).,economics,n/a,53703,26.074301,119.296539,Maybe,mushroom,cat,No,no preference,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,20,Engineering: Industrial,,,53715,2.188477,41.379179,Maybe,sausage,dog,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,21,Science: Other,Environmental Science,Conservation Biology,53703,20.8,-156.3,No,basil/spinach,cat,No,early bird,Maybe
"COMP SCI 220:LAB362, COMP SCI 220:LEC006",LEC006,18,Engineering: Mechanical,,,53706,25.204849,55.270782,Maybe,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,18,Data Science,,,53706-1203,42.360081,-71.058884,Yes,sausage,dog,Yes,night owl,Yes
COMP SCI 319:LEC004,LEC004,23,Engineering: Mechanical,,,53703,38.82097,-104.78163,No,sausage,dog,No,night owl,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,19,Engineering: Industrial,,"Certificates in Data Science, Computer Science",53715,47.606209,-122.332069,Maybe,pepperoni,cat,No,night owl,No
"COMP SCI 220:LAB362, COMP SCI 220:LEC006",LEC006,19,Other (please provide details below).,Sociology,,53703,43.05977,-87.88491,No,basil/spinach,dog,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,19,Engineering: Mechanical,N/A,N/A,53711,38.8951,-77.0364,No,pepperoni,dog,Yes,night owl,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,19,Engineering: Mechanical,,,53703,41.881832,87.6298,No,pepperoni,dog,No,no preference,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC001,20,Engineering: Mechanical,,,53703,46.453825,7.436478,Yes,pineapple,dog,Yes,night owl,Yes
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,20,Science: Other,economics,not,53703,30.49996,117.050003,Maybe,Other,dog,No,early bird,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,21,Science: Other,Psychology,Data Science certificate,53715,23.12911,113.264381,No,none (just cheese),cat,No,night owl,Maybe
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC001,18,Science: Biology/Life,no answer,Data Science or Computer Science,53706,40.7831,73.9712,Yes,basil/spinach,dog,Yes,night owl,Yes
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,,Business: Information Systems,--,Accounting,53706,18.52043,73.856743,No,green pepper,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC001,,Computer Science,,,53706,29.424122,-98.493629,Maybe,none (just cheese),dog,No,no preference,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,20,Engineering: Mechanical,,,53703,41.05995,-80.32312,No,basil/spinach,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB361",LEC006,19,Statistics,,,53715,3.139003,101.686852,No,mushroom,cat,No,no preference,Maybe
"COMP SCI 220:LAB354, COMP SCI 220:LEC005",LEC005,18,Data Science,,,53706,52.370216,4.895168,Yes,basil/spinach,dog,No,night owl,Yes
"COMP SCI 220:LAB362, COMP SCI 220:LEC006",LEC006,19,Engineering: Industrial,,,53706,41.878113,-87.629799,No,pepperoni,dog,No,no preference,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB361",LEC006,18,Business: Information Systems,,,53706,25.032969,121.565414,No,mushroom,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,17,Computer Science,,,53726,21.027763,105.83416,Yes,pepperoni,dog,No,early bird,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,20,Business: Information Systems,,,53711,45.046799,-87.298149,No,sausage,cat,No,night owl,Yes
COMP SCI 319:LEC005,LEC001,25,Engineering: Other,,,53705,32.7157,-117.1611,No,mushroom,dog,No,no preference,Yes
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC004,18,Engineering: Industrial,,,53706,19.896767,-155.582779,Maybe,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,18,Computer Science,,,53706,1.28217,103.865196,Maybe,sausage,dog,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB332",LEC003,18,Engineering: Mechanical,mechanical engineering,data science,53706,44.977753,-93.265015,Yes,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC001,20,Engineering: Mechanical,,,53715,23,90,No,green pepper,cat,No,no preference,Yes
"COMP SCI 220:LAB354, COMP SCI 220:LEC005",LEC005,20,Data Science,,,53703,45.259546,-84.938476,Yes,mushroom,dog,Yes,night owl,Yes
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC001,21,Science: Other,,,53703,41.878113,-87.629799,No,pineapple,dog,Yes,early bird,No
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC003,19,Other (please provide details below).,Information science,N/A,53703,40.712776,-74.005974,No,pineapple,cat,Yes,early bird,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Engineering: Mechanical,,,53715,64.126518,-21.817438,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB333, COMP SCI 220:LEC003",LEC003,,Business: Other,,,53706,42.360081,-71.058884,Maybe,sausage,cat,Yes,night owl,No
COMP SCI 319:LEC002,LEC002,31,Other (please provide details below).,Geoscience,Renewable Energies,53703-2658,-41.126621,-73.059303,No,pepperoni,cat,No,night owl,Yes
"COMP SCI 220:LAB332, COMP SCI 220:LEC003",LEC001,18,Engineering: Biomedical,,,53706,45.17099,-87.16494,Maybe,Other,dog,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,18,Engineering: Mechanical,,,53706,37.774929,-122.419418,No,Other,dog,Yes,no preference,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,,Computer Science,,,53715,39.70698,-86.0862,No,mushroom,cat,No,night owl,Yes
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,20,Science: Biology/Life,,Life Sciences Communication,53703,44.276402,-88.26989,No,macaroni/pasta,cat,No,no preference,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC002,19,Science: Biology/Life,N/A,"Physics, Mathematics, ""Pre Med""",53703,51.492519,-0.25852,No,sausage,dog,Yes,no preference,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,19,Data Science,,economics,53703,37.6000° N,14.0154° E,Yes,none (just cheese),dog,No,night owl,Yes
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,20,Engineering: Industrial,,,53715,46.685631,7.8562,No,Other,cat,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB323",LEC001,22,Business: Other,economics,personal finance,53706,41.385063,2.173404,No,pineapple,cat,No,night owl,Maybe
"COMP SCI 220:LAB341, COMP SCI 220:LEC004",LEC004,21,Engineering: Industrial,,,53703,41.878113,-87.629799,Maybe,pepperoni,neither,Yes,early bird,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,19,Engineering: Mechanical,,,53703,51.507351,-0.127758,No,none (just cheese),neither,No,no preference,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB361",LEC006,18,Engineering: Mechanical,,,53706,41.077747,1.131593,Maybe,sausage,dog,No,no preference,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB362",LEC006,18,Engineering: Mechanical,,,53706,43.526,5.445,No,basil/spinach,dog,Yes,no preference,Yes
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC003,22,Other (please provide details below).,economics,,53715,43.073051,-89.40123,Maybe,pepperoni,dog,Yes,early bird,Yes
"COMP SCI 220:LAB354, COMP SCI 220:LEC005",LEC005,18,Engineering: Industrial,,,53706,43.085369,-88.912086,No,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,19,Statistics,,Global Health,53703,43.769562,11.255814,No,basil/spinach,dog,No,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,20,Computer Science,,,53715,20.880947,-156.681862,No,sausage,dog,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,19,Mathematics/AMEP,,,53703,64.963051,-19.020836,Maybe,basil/spinach,dog,No,no preference,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,18,Other (please provide details below).,Undecided,,53706,43.073929,-89.385239,Yes,sausage,dog,Yes,early bird,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,18,Business: Information Systems,,,53706,25.204849,55.270782,Maybe,none (just cheese),dog,No,night owl,No
"COMP SCI 220:LAB332, COMP SCI 220:LEC003",LEC003,21,Other (please provide details below).,Economics,,53703,39.904,116.407,Maybe,pepperoni,cat,No,night owl,No
"COMP SCI 220:LAB343, COMP SCI 220:LEC004",LEC004,18,Engineering: Mechanical,,,53706,39.739235,-104.99025,No,pepperoni,cat,Yes,no preference,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,21,Science: Biology/Life,,,53726,43,89,No,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LAB333, COMP SCI 220:LEC003",LEC003,19,Data Science,,business， economics,53715,43.073051,-89.40123,Maybe,none (just cheese),dog,No,early bird,Maybe
"COMP SCI 220:LAB321, COMP SCI 220:LEC002",LEC002,19,Business: Other,accounting,none,53703,43.38,-87.9,No,sausage,neither,No,night owl,Yes
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,18,Science: Biology/Life,,,53706,42° 21' 40.1220'' N,71° 3' 25.4988'' W,Maybe,sausage,dog,No,early bird,No
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,20,Engineering: Mechanical,,,53715,39.904202,116.407394,Yes,sausage,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,19,Engineering: Mechanical,,,53703,-37.813629,144.963058,Maybe,sausage,dog,Yes,night owl,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB351",LEC005,21,Other (please provide details below).,Economics,,53715,46.81,-71.21,No,pepperoni,cat,No,night owl,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,19,Engineering: Mechanical,n/a,n/a,53715,52.370216,4.895168,No,mushroom,dog,Yes,night owl,Yes
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,21,Mathematics/AMEP,,Economics,53703,34.29006,108.932941,No,basil/spinach,dog,No,early bird,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,21,Engineering: Mechanical,,,53726,43.804801,-91.226075,No,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC001,18,Data Science,Data Science,,53703,32.715736,-117.161087,Yes,none (just cheese),cat,Yes,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,18,Engineering: Mechanical,,,53706-1314,20.92674,-156.69386,Maybe,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC001,18,Data Science,,Economics,53706,47.606209,-122.332069,Yes,pepperoni,dog,No,early bird,Yes
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,21,Computer Science,,,53703,43.07515,-89.3958,No,sausage,neither,Yes,night owl,Yes
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53562,43.096851,-89.511528,Maybe,sausage,dog,No,night owl,No
"COMP SCI 220:LAB333, COMP SCI 220:LEC003",LEC003,19,Engineering: Mechanical,,,53715,20.924325,-156.690102,No,sausage,cat,Yes,night owl,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB353",LEC005,20,Data Science,,,53703,25.0838,77.3212,Yes,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LAB333, COMP SCI 220:LEC003",LEC003,21,Business: Actuarial,,,53715,43.073051,-89.40123,No,pineapple,cat,Yes,night owl,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,,Computer Science,,,53715,31.469279,119.765621,Maybe,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB352",LEC005,19,Engineering: Mechanical,,,53715,43.769562,11.255814,No,basil/spinach,neither,No,early bird,No
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,21,Science: Chemistry,,molecular biology,53715,38.892059,-77.019913,No,pepperoni,neither,No,night owl,Yes
"COMP SCI 220:LAB323, COMP SCI 220:LEC002",LEC002,19,Business: Finance,,,53715,42.360081,-71.058884,Maybe,mushroom,dog,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,18,Data Science,,,53703,24.713552,46.675297,Yes,none (just cheese),neither,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,19,Business: Actuarial,,,53715,60.391262,5.322054,Maybe,pepperoni,dog,No,early bird,No
"COMP SCI 220:LEC003, COMP SCI 220:LAB333",LEC003,19,Data Science,,,53715,23.697809,120.960518,Yes,pepperoni,cat,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB332",LEC003,18,Data Science,x,Business,53706,40.712776,74.005974,Yes,pineapple,dog,Yes,early bird,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB341",LEC004,19,Engineering: Mechanical,,,53703,45.126887,-94.528067,No,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,21,Science: Biology/Life,,,53715,48.208176,16.373819,No,Other,dog,Yes,night owl,No
"COMP SCI 220:LEC006, COMP SCI 220:LAB363",LEC001,18,Engineering: Mechanical,,,53706,44.0628,-121.30451,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB332",LEC003,21,Statistics,,Mathematics,53703,31.230391,121.473701,No,pineapple,cat,Yes,night owl,Yes
"COMP SCI 220:LAB354, COMP SCI 220:LEC005",LEC005,21,Other (please provide details below).,econ,,53703,47.62772,-122.51368,No,macaroni/pasta,cat,No,no preference,No
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC003,19,Engineering: Mechanical,,,53715,65.68204,-18.090534,No,sausage,cat,No,no preference,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,21,Other (please provide details below).,Economics,,53715,48.856613,2.352222,No,basil/spinach,dog,Yes,night owl,No
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,18,Engineering: Biomedical,,,53706,33.501324,-111.925278,No,pineapple,dog,Yes,early bird,No
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC001,18,Data Science,,,53706,14.77046,-91.183189,Yes,mushroom,cat,No,night owl,Maybe
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,18,Engineering: Industrial,,,53706,10.480594,-66.903603,Maybe,mushroom,neither,No,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,21,Engineering: Mechanical,,certificate in french,53715,48.856613,2.352222,No,mushroom,cat,Yes,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,19,Science: Biology/Life,n/a,n/a,53706,20.788602,-156.003662,Maybe,green pepper,dog,Yes,no preference,No
"COMP SCI 220:LAB361, COMP SCI 220:LEC006",LEC006,18,Data Science,,Educational Studies,53706,36.59239,-121.86875,Yes,pepperoni,cat,No,night owl,Maybe
COMP SCI 319:LEC002,LEC001,,Engineering: Industrial,,,53705,47.6,-122.33,No,sausage,dog,No,early bird,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,18,Engineering: Mechanical,,,53703,23.885942,45.079163,No,Other,cat,No,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,18,Engineering: Industrial,,,53532,47.606209,-122.332069,Maybe,mushroom,dog,No,night owl,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,17,Engineering: Biomedical,,,53706,39.5755,-106.100403,Maybe,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,20,Data Science,p psychology,,53711,39.904202,116.407394,Yes,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,19,Engineering: Industrial,,,53705,41.878113,-87.629799,No,tater tots,cat,No,night owl,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,19,Other (please provide details below).,Political Science,,53703,55.679626,12.581921,No,pepperoni,dog,Yes,no preference,Maybe
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC003,18,Computer Science,,Biology,53715,28.538336,-81.379234,Maybe,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,29,Engineering: Mechanical,,,53704,50.064651,19.944981,No,sausage,dog,No,early bird,Maybe
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,18,Engineering: Other,,Maybe comp sci,53706,41.385063,2.173404,Maybe,mushroom,cat,No,night owl,Yes
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,19,Engineering: Mechanical,,,53703,44.977753,-93.265015,No,Other,cat,Yes,early bird,No
COMP SCI 319:LEC001,LEC001,32,Other (please provide details below).,Design Studies,,53705,48.856613,2.352222,No,mushroom,dog,No,early bird,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,20,Engineering: Mechanical,,,53703,41.28347,-70.099449,No,pepperoni,dog,Yes,night owl,Yes
"COMP SCI 220:LEC003, COMP SCI 220:LAB331",LEC003,19,Engineering: Industrial,,,53715,41.73849,-71.30418,No,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,18,Data Science,,Business,53706,43.073051,-89.40123,Yes,sausage,dog,No,early bird,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC001,19,Computer Science,,Data science,53715,31.230391,121.473701,Maybe,pineapple,cat,No,night owl,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,19,Data Science,,,53703,37.9838° N,23.7275° E,Yes,sausage,dog,Yes,no preference,Yes
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,20,Engineering: Biomedical,,,53703,47.497913,19.040236,Maybe,Other,cat,Yes,night owl,No
"COMP SCI 220:LAB342, COMP SCI 220:LEC004",LEC004,18,Other (please provide details below).,Economics,-,53711,13.756331,100.501762,No,Other,dog,No,night owl,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC001,18,Data Science,,,53706,3.864255,73.388672,Yes,pepperoni,dog,Yes,night owl,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB362",LEC006,18,Engineering: Mechanical,,,53706,32.715736,-117.161087,No,macaroni/pasta,dog,Yes,night owl,Yes
"COMP SCI 220:LAB314, COMP SCI 220:LEC001",LEC001,19,Business: Actuarial,,Mathematics and potential minor in computer science,53715,18.32431,64.941612,Maybe,pepperoni,dog,No,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB313",LEC001,22,Other (please provide details below).,BS in Psychology,,53711,43.055333,-89.425946,No,pineapple,dog,Yes,early bird,No
"COMP SCI 220:LAB332, COMP SCI 220:LEC003",LEC003,18,Computer Science,,,53706,40.744678,-73.758072,Maybe,mushroom,cat,No,night owl,Maybe
"COMP SCI 220:LAB363, COMP SCI 220:LEC006",LEC006,18,Data Science,,Possible double major in finance or other business major,53715,38.9784,76.4922,Yes,mushroom,cat,No,early bird,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,20,Science: Other,,Environmental Studies,53726,55.675758,12.56902,No,none (just cheese),cat,Yes,night owl,Yes
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,20,Science: Biology/Life,,,53715,40.713051,-74.007233,No,pineapple,cat,No,night owl,Maybe
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,18,Engineering: Industrial,,,53706,51.507351,-0.127758,No,pepperoni,dog,Yes,no preference,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB344",LEC004,25,Computer Science,,"Economics, Data Science",53703,38.736946,-9.142685,Maybe,pepperoni,dog,No,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB324",LEC002,18,Computer Science,,,53706,22.543097,114.057861,Maybe,pepperoni,cat,No,no preference,Yes
"COMP SCI 220:LEC004, COMP SCI 220:LAB343",LEC004,25,Science: Chemistry,,,53703,37.566536,126.977966,Maybe,Other,cat,Yes,night owl,Maybe
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,19,Engineering: Mechanical,,,53715,26.338,-81.775,Maybe,pepperoni,dog,Yes,no preference,Maybe
"COMP SCI 220:LAB352, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,,,53715,33.448376,-112.074036,No,pepperoni,neither,Yes,early bird,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,19,Engineering: Mechanical,,,53703,,,No,pepperoni,cat,No,no preference,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB311",LEC001,19,Engineering: Mechanical,,,53705,26.647661,106.63015,No,mushroom,cat,No,night owl,No
"COMP SCI 220:LAB331, COMP SCI 220:LEC003",LEC003,18,Other (please provide details below).,Undeclared,I would like a certificate in Data Science,53706,43.2967° N,87.9876° W,Maybe,pepperoni,dog,No,night owl,No
"COMP SCI 220:LEC005, COMP SCI 220:LAB354",LEC005,19,Science: Physics,,,53703,78.225,15.626,No,sausage,cat,No,early bird,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,,Science: Other,Environmetal Science,,53703,52.973558,-9.425102,No,none (just cheese),dog,Yes,night owl,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB363",LEC006,19,Other (please provide details below).,Economics (w/ CS certificate),,53715,37.774929,-122.419418,No,sausage,cat,Yes,night owl,Yes
"COMP SCI 220:LEC002, COMP SCI 220:LAB321",LEC002,20,Business: Finance,,,53703,40.7128 N,74.006 W,No,pineapple,dog,No,night owl,Yes
"COMP SCI 220:LEC001, COMP SCI 220:LAB314",LEC001,21,Science: Biology/Life,,,53703,44.794,-93.148,No,pepperoni,dog,No,night owl,No
"COMP SCI 220:LEC002, COMP SCI 220:LAB322",LEC002,19,Engineering: Mechanical,,,53706,36.17,-115.14,No,pepperoni,cat,No,night owl,Maybe
"COMP SCI 220:LAB312, COMP SCI 220:LEC001",LEC001,18,Engineering: Biomedical,,,53706,21.161907,-86.851524,Maybe,none (just cheese),dog,No,early bird,Maybe
"COMP SCI 220:LEC001, COMP SCI 220:LAB312",LEC003,18,Computer Science,,Mathematics,53715,48.856613,2.352222,Maybe,pineapple,neither,Yes,no preference,No
"COMP SCI 220:LEC004, COMP SCI 220:LAB342",LEC004,19,Engineering: Mechanical,,,53715,48.137,11.576,Maybe,green pepper,dog,No,early bird,No
"COMP SCI 220:LAB311, COMP SCI 220:LEC001",LEC001,20,Engineering: Biomedical,,,53703,43.07393,-89.38524,No,sausage,dog,No,night owl,Maybe
"COMP SCI 220:LAB322, COMP SCI 220:LEC002",LEC002,18,Science: Other,,Health Promotion and Health Equity,53706,35.6762°,139.6503°,No,Other,dog,No,no preference,Yes
"COMP SCI 220:LAB344, COMP SCI 220:LEC004",LEC004,19,Computer Science,,,53703,41.902782,12.496365,Maybe,none (just cheese),neither,Yes,night owl,No
"COMP SCI 220:LAB313, COMP SCI 220:LEC001",LEC001,20,Science: Other,Atmospheric and Oceanic Sciences (AOS),Slavic,53711,49.299171,19.94902,No,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LAB324, COMP SCI 220:LEC002",LEC002,18,Data Science,,,53706-1134,41.380898,2.12282,Yes,pepperoni,dog,No,night owl,Maybe
"COMP SCI 220:LEC006, COMP SCI 220:LAB362",LEC006,18,Data Science,,,53706,48.257919,4.03073,Yes,mushroom,cat,Yes,early bird,No
"COMP SCI 220:LAB351, COMP SCI 220:LEC005",LEC005,19,Engineering: Mechanical,,,53715,35.0844 N,106.6504 W,No,pineapple,dog,Yes,early bird,Yes
